video_1,video_2,video_3,video_4,video_5
0.7156939819375543,0.5702979320298471,0.42032667708553395,0.28981930749265356,0.3103683684708743
0.8204820207065953,0.7724108737546376,0.8098089738693988,0.39935640706191394,0.5502619683207534
0.8447400381066341,0.35963862507916844,0.9702977618816236,0.00044961258991160763,0.6399406110342489
0.5525430476281694,0.3975572372598919,0.8974902942074502,0.45141118027450355,0.5532175729011629
0.5641925803183984,0.6684860728309414,0.5663188841263239,0.5027230544895557,0.37185489081413625
0.7599092875346856,0.4540336203199189,0.4319950509600044,0.3969765558421546,0.5186107460298566
0.4201154842209409,0.6156011651810132,0.9642108475229083,0.3475911719305312,0.5264106323213549
0.7861676536415481,0.4217966251175145,0.9622376349278209,0.5669555315981958,0.40324375734736734
0.5458991525621963,0.25084659926889036,0.7194491918277217,0.47696090201566926,0.7159689129590244
0.2810997070346879,0.6216426899467076,0.7853904470029212,0.19465182780401608,0.47677037407836226
0.2504414029510606,0.19180861842929697,0.677560036426485,0.67135133665599,0.623943009812739
0.7893952477276243,0.23900856447191568,0.6518592202592552,0.49508703593673853,0.5836515995273222
0.23889754183481454,0.5387774879489461,0.4716690615572202,0.6915572502386972,0.7825848935690138
0.39642800529355915,0.6230888601344489,0.45805173901665763,0.6798829213882078,0.367108212524561
0.43389102835108206,0.7262815208074705,0.5396392880057125,0.6432368059670629,0.36284465453940307
0.32109611163411567,0.2908105481911242,0.9019844478439266,0.5287600788577153,0.46517581801765867
0.41972535886139245,0.17750698102038806,0.487499380441408,0.42660055794787716,0.5371682324692093
0.7198847967075599,0.7692326616658405,0.5360191911488265,0.12051946457804695,0.4641982368136768
0.21027799049204954,0.2080961616154997,0.7291684355933246,0.38034599219663034,0.7197528953173842
0.7790213971644804,0.23836688757824767,0.5290787308469647,0.5357635656760291,0.4348962137101148
0.7995836165021908,0.30393061749092604,0.4979240108306723,0.36460001109389745,0.3466261085247346
0.46058310123408375,0.47057394781840123,0.7379897450187773,0.6077673898839604,0.5275898954362812
0.30752902934244436,0.7179778962238547,0.6208559625979693,0.07675912943418878,0.7253586084761663
0.6205882855615565,0.6323822159109069,0.7756955715042815,0.26665824363404383,0.7678090689727077
0.283770789105426,0.5957102876898447,0.9473232042452058,0.35417509301556005,0.7033396665998429
0.45544355275477677,0.2226263974992026,0.4905958788610406,0.3026277071083756,0.6068376731748593
0.8709004266306806,0.350377842068182,0.9480601958878383,0.07601058347508716,0.6983054359620472
0.896825130808546,0.4348834482606746,0.9414939804537512,0.10746980583124137,0.6747642444171238
0.7404734239482098,0.2031981674399101,0.8974525500015417,0.5863321049988409,0.42890164787228346
0.4176730569445364,0.29140079148867076,0.7787715503836512,0.33906898144101566,0.6029173907117567
0.6813655344162648,0.315833242766991,0.7720879944793284,0.03410569872690935,0.7238351329511377
0.6937844558388089,0.18909333883032747,0.783527595961901,0.01154388128435494,0.47441636403132603
0.4714891866145548,0.48516778433578034,0.8142973307306879,0.3314327813960286,0.6596852306943123
0.6486220442103116,0.5935197375669351,0.4098893203576942,0.11506510814711057,0.5648142351353391
0.2075093514829734,0.14895214203380286,0.9748555474963898,0.4935881621994553,0.5767373680197609
0.346340361021569,0.4367861712342048,0.7513622568793479,0.5567264237694259,0.34953027078018784
0.5675618120770828,0.6475478366874565,0.8688795036414529,0.1598076959199739,0.6664194409179589
0.3146259129808071,0.6235930902667128,0.626369103436818,0.4145238614172465,0.776127869444986
0.31613480751357353,0.6705511673531279,0.4074383283494776,0.1081112504397702,0.37778720841422453
0.7854130033851665,0.41376844321942496,0.7058407959258663,0.2125078561160709,0.5013581142190472
0.8923931018785238,0.6743899578479026,0.7043140715895574,0.6221568459270033,0.32676710016245925
0.5891785996199139,0.26852714984998866,0.6621935729868711,0.38086866403761754,0.3162975372870151
0.7873488116171994,0.3525673929922608,0.6038302324972461,0.62012208660094,0.8443121731694592
0.8932251650283907,0.22344890349246094,0.5498956526858332,0.15767346292565487,0.5714093295685115
0.2991171219981423,0.4272391776000003,0.7165269246983097,0.2310170402740662,0.49553546024938555
0.5137719292780458,0.37444201569081026,0.6251668838160964,0.3296664969197719,0.45118239214376044
0.4748009010893439,0.2686489814900186,0.9819591298298852,0.33605605263618,0.8390069547197276
0.2560344985523295,0.6262464964615471,0.5037563846601589,0.6983535770285902,0.438737932036926
0.7287311209563212,0.31969274047815266,0.5917993405762522,0.08011172327979105,0.6991396176557588
0.503645319125815,0.290963031102085,0.5763762825547426,0.5963755249211135,0.4560669526932636
0.5285288539332809,0.19162323159534655,0.7259855057415743,0.6045774275953091,0.3387692279463055
0.3054710816692681,0.40717519126136414,0.6995681541844887,0.38723904207645116,0.6758021379848678
